dep;jour;current_hosp;current_critical;total_returned_home;total_death;cumulative_hosp;cumulative_critical;cumulative_death;cumulative_returned_home;new_hosp;new_critical;new_death;new_returned_home;current_men_hosp;current_men_critical;total_men_returned_home;total_men_death;current_women_hosp;current_women_critical;total_women_returned_home;total_women_death
21;2020-04-02;202;56;273;63;549;76;63;277;67;8;18;31;124;42;107;36;78;14;163;27
21;2020-04-03;212;62;290;67;577;82;68;294;28;6;5;17;128;45;119;39;84;17;168;28
21;2020-04-04;255;66;297;69;631;89;71;301;54;7;3;7;150;47;124;41;105;19;170;28
21;2020-04-05;259;65;307;73;653;91;75;311;22;2;4;10;148;47;130;43;111;18;174;30
21;2020-04-06;284;76;311;76;684;105;78;315;31;14;3;4;162;52;133;46;122;24;175;30
21;2020-04-07;307;79;324;83;730;111;85;329;46;6;7;14;167;53;141;52;140;26;180;31
21;2020-04-08;310;74;336;94;755;113;96;341;25;2;11;12;167;48;148;58;143;26;185;36
21;2020-04-09;290;73;364;95;764;113;97;370;9;0;1;29;155;47;161;59;135;26;200;36
21;2020-04-10;350;79;370;102;837;120;104;379;73;7;7;9;184;50;162;63;165;29;205;39
21;2020-04-11;325;72;402;106;849;120;108;411;12;0;4;32;167;47;180;66;156;25;219;40
21;2020-04-12;344;72;406;116;883;121;118;417;34;1;10;6;171;46;180;71;171;26;223;45
21;2020-04-13;340;73;418;119;896;124;121;429;13;3;3;12;166;45;186;73;172;28;229;46
21;2020-04-14;346;73;419;133;918;125;135;430;22;1;14;1;167;45;186;82;177;28;230;51
21;2020-04-15;361;78;437;141;959;132;143;453;41;7;8;23;172;48;194;87;187;30;240;54
21;2020-04-16;384;81;442;149;994;137;151;459;35;5;8;6;181;49;196;90;201;32;243;59
21;2020-04-17;380;74;465;154;1021;137;156;482;27;0;5;23;180;45;206;94;198;29;256;60
21;2020-04-18;391;77;468;159;1040;141;161;485;19;4;5;3;186;46;208;96;203;31;257;63
21;2020-04-19;367;66;499;165;1055;147;167;516;15;6;6;31;168;40;227;99;197;26;269;66
21;2020-04-20;367;65;505;171;1065;148;173;522;10;1;6;6;166;38;230;104;199;27;272;67
21;2020-04-21;366;63;517;178;1082;153;180;534;17;5;7;12;164;34;234;107;200;29;280;71
21;2020-04-22;361;63;529;179;1091;154;181;546;9;1;1;12;163;34;240;107;197;29;285;72
21;2020-04-23;340;56;549;189;1101;157;191;566;10;3;10;20;151;31;251;114;188;25;294;75
21;2020-04-24;303;54;582;200;1114;157;203;600;13;0;12;34;131;29;268;120;171;25;310;80
21;2020-04-25;292;59;606;203;1128;162;206;624;14;5;3;24;124;30;279;120;167;29;323;83
21;2020-04-26;285;50;609;207;1129;162;210;627;1;0;4;3;120;25;280;122;165;25;324;85
22;2020-03-19;2;1;3;0;4;0;1;0;4;0;1;0;2;1;1;0;0;0;2;0
22;2020-03-20;5;0;3;1;4;0;1;0;0;0;0;0;2;0;1;1;3;0;2;0
22;2020-03-21;7;1;3;1;6;1;1;0;2;1;0;0;2;0;1;1;4;0;2;0
22;2020-03-22;7;1;3;1;6;1;1;0;0;0;0;0;2;0;1;1;4;0;2;0
22;2020-03-23;9;1;3;1;8;1;1;0;2;0;0;0;2;0;1;1;6;0;2;0
22;2020-03-24;11;2;3;1;13;3;1;0;5;2;0;0;3;0;1;1;7;1;2;0
22;2020-03-25;15;2;3;1;19;3;1;0;6;0;0;0;4;0;1;1;11;2;2;0
22;2020-03-26;22;4;3;1;26;6;1;0;7;3;0;0;8;2;1;1;14;2;2;0
22;2020-03-27;32;5;3;1;36;7;1;0;10;1;0;0;12;3;1;1;20;2;2;0
22;2020-03-28;34;5;6;2;42;7;2;3;6;0;1;3;11;3;4;2;23;2;2;0
22;2020-03-29;36;5;8;3;47;8;3;5;5;1;1;2;13;3;4;3;23;2;4;0
22;2020-03-30;39;5;9;3;51;9;3;6;4;1;0;1;14;3;4;3;25;2;5;0
22;2020-03-31;39;5;10;4;55;9;4;7;4;0;1;1;15;3;4;3;24;2;6;1
22;2020-04-01;47;5;13;6;68;11;6;10;13;2;2;3;23;3;5;4;24;2;8;2
22;2020-04-02;59;16;16;9;84;20;9;13;16;9;3;3;32;11;7;5;27;5;9;4
22;2020-04-03;65;17;20;9;95;20;9;18;11;0;0;5;34;12;9;5;30;5;11;4
22;2020-04-04;62;17;25;10;100;21;10;24;5;1;1;6;31;12;10;5;31;5;15;5
22;2020-04-05;70;16;25;10;108;21;10;24;8;0;0;0;33;12;10;5;37;4;15;5
22;2020-04-06;75;17;29;11;118;22;11;28;10;1;1;4;36;13;11;5;39;4;18;6
22;2020-04-07;69;13;42;13;128;23;13;41;10;1;2;13;32;10;20;7;37;3;22;6
22;2020-04-08;66;13;45;14;130;23;14;44;2;0;1;3;31;10;23;7;35;3;22;7
22;2020-04-09;64;12;49;16;136;24;16;48;6;1;2;4;30;9;24;9;34;3;25;7
22;2020-04-10;70;11;54;17;147;24;17;53;11;0;1;5;35;8;26;9;35;3;28;8
22;2020-04-11;69;12;59;18;151;25;18;59;4;1;1;6;36;9;27;10;33;3;32;8
22;2020-04-12;73;12;61;20;160;25;20;61;9;0;2;2;39;9;28;11;34;3;33;9
22;2020-04-13;74;11;62;20;162;25;20;62;2;0;0;1;39;8;28;11;35;3;34;9
22;2020-04-14;77;10;66;21;170;25;21;66;8;0;1;4;39;7;30;12;38;3;36;9
22;2020-04-15;75;8;72;22;175;25;22;72;5;0;1;6;38;6;32;13;37;2;40;9
22;2020-04-16;69;8;80;22;179;25;22;80;4;0;0;8;34;6;38;13;35;2;42;9
22;2020-04-17;72;8;82;23;186;25;23;82;7;0;1;2;35;6;39;14;37;2;43;9
22;2020-04-18;70;7;85;23;187;25;23;85;1;0;0;3;34;5;41;14;36;2;44;9
22;2020-04-19;65;7;90;23;188;25;23;90;1;0;0;5;31;5;45;14;34;2;45;9
22;2020-04-20;63;7;94;24;191;25;24;94;3;0;1;4;28;5;49;15;34;2;45;9
22;2020-04-21;58;6;101;24;194;25;24;101;3;0;0;7;26;4;50;15;31;2;51;9
22;2020-04-22;58;6;104;24;196;25;24;104;2;0;0;3;28;4;50;15;29;2;54;9
22;2020-04-23;54;6;114;24;202;25;24;114;6;0;0;10;26;4;56;15;27;2;58;9
22;2020-04-24;53;6;116;24;204;25;24;117;2;0;0;3;25;4;57;15;27;2;59;9
22;2020-04-25;52;6;121;24;208;25;24;122;4;0;0;5;22;4;61;15;30;2;59;9
22;2020-04-26;51;6;122;24;208;25;24;123;0;0;0;1;22;4;61;15;29;2;60;9
23;2020-03-19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23;2020-03-20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23;2020-03-21;1;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
23;2020-03-22;1;0;0;0;2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0
23;2020-03-23;2;0;0;0;5;0;0;0;3;0;0;0;2;0;0;0;0;0;0;0
23;2020-03-24;2;0;0;0;5;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0
23;2020-03-25;4;0;0;0;8;2;0;0;3;2;0;0;3;0;0;0;1;0;0;0
23;2020-03-26;4;0;0;0;10;4;0;0;2;2;0;0;3;0;0;0;1;0;0;0
23;2020-03-27;6;2;0;0;14;6;0;0;4;2;0;0;5;2;0;0;1;0;0;0
23;2020-03-28;6;2;0;0;14;8;0;0;0;2;0;0;5;2;0;0;1;0;0;0
23;2020-03-29;6;2;0;0;14;8;0;0;0;0;0;0;5;2;0;0;1;0;0;0
23;2020-03-30;8;4;0;0;16;11;0;0;2;3;0;0;6;3;0;0;2;1;0;0
23;2020-03-31;9;4;1;0;18;11;0;1;2;0;0;1;6;3;1;0;3;1;0;0
23;2020-04-01;11;4;1;0;20;11;0;1;2;0;0;0;7;3;1;0;4;1;0;0
23;2020-04-02;11;5;2;0;21;12;0;2;1;1;0;1;7;4;2;0;4;1;0;0
23;2020-04-03;11;5;2;0;21;12;0;2;0;0;0;0;7;4;2;0;4;1;0;0
23;2020-04-04;12;5;3;1;24;12;1;3;3;0;1;1;8;4;2;1;4;1;1;0
23;2020-04-05;12;5;3;1;24;12;1;3;0;0;0;0;8;4;2;1;4;1;1;0
23;2020-04-06;11;5;4;3;26;12;3;4;2;0;2;1;8;4;2;2;3;1;2;1
23;2020-04-07;13;7;5;3;28;12;3;5;2;0;0;1;10;6;3;2;3;1;2;1
23;2020-04-08;28;9;5;4;44;14;4;5;16;2;1;0;15;6;3;2;13;3;2;2
23;2020-04-09;29;10;6;4;45;14;4;6;1;0;0;1;16;7;3;2;13;3;3;2
23;2020-04-10;29;13;9;4;45;14;4;9;0;0;0;3;16;9;5;2;13;4;4;2
23;2020-04-11;31;14;9;4;47;15;4;9;2;1;0;0;18;10;5;2;13;4;4;2
23;2020-04-12;33;15;9;4;50;17;4;9;3;2;0;0;19;10;5;2;14;5;4;2
23;2020-04-13;34;15;9;4;51;17;4;9;1;0;0;0;19;10;5;2;15;5;4;2
23;2020-04-14;32;14;11;4;52;18;4;11;1;1;0;2;16;8;7;2;16;6;4;2
23;2020-04-15;30;12;14;4;52;18;4;14;0;0;0;3;14;7;9;2;16;5;5;2
23;2020-04-16;30;12;14;4;52;18;4;14;0;0;0;0;14;7;9;2;16;5;5;2
23;2020-04-17;31;12;14;4;52;18;4;14;0;0;0;0;15;7;9;2;16;5;5;2
23;2020-04-18;32;12;12;5;54;18;5;14;2;0;1;0;16;7;7;3;16;5;5;2
23;2020-04-19;32;12;12;5;54;18;5;14;0;0;0;0;16;7;7;3;16;5;5;2
23;2020-04-20;31;11;12;5;54;18;5;14;0;0;0;0;16;7;7;3;15;4;5;2
23;2020-04-21;29;10;14;5;55;18;5;16;1;0;0;2;14;6;9;3;15;4;5;2
23;2020-04-22;27;8;16;5;55;18;5;18;0;0;0;2;12;4;11;3;15;4;5;2
23;2020-04-23;29;10;16;5;55;18;5;18;0;0;0;0;13;5;11;3;16;5;5;2
23;2020-04-24;26;9;20;5;56;18;5;22;1;0;0;4;12;4;13;3;14;5;7;2
23;2020-04-25;26;9;20;5;56;18;5;22;0;0;0;0;12;4;13;3;14;5;7;2
23;2020-04-26;29;9;20;5;59;18;5;22;3;0;0;0;13;4;13;3;16;5;7;2
24;2020-03-19;2;1;1;0;1;1;0;0;1;1;0;0;1;1;1;0;1;0;0;0
24;2020-03-20;3;3;2;0;2;2;0;1;1;1;0;1;3;3;1;0;0;0;1;0
24;2020-03-21;4;3;2;0;3;2;0;1;1;0;0;0;3;3;1;0;1;0;1;0
24;2020-03-22;6;3;2;0;5;2;0;1;2;0;0;0;3;3;1;0;3;0;1;0
24;2020-03-23;20;3;11;0;28;2;0;10;23;0;0;9;7;3;5;0;13;0;6;0
24;2020-03-24;24;4;15;0;37;3;0;14;9;1;0;4;7;4;7;0;17;0;8;0
24;2020-03-25;29;5;15;0;43;4;0;14;6;1;0;0;12;4;7;0;17;1;8;0
24;2020-03-26;33;4;16;0;49;4;0;15;6;0;0;1;12;3;8;0;21;1;8;0
24;2020-03-27;41;5;16;0;58;5;0;15;9;1;0;0;18;3;8;0;23;2;8;0
24;2020-03-28;11;5;5;0;58;5;0;17;0;0;0;2;4;3;3;0;7;2;2;0
24;2020-03-29;11;5;5;0;58;5;0;17;0;0;0;0;4;3;3;0;7;2;2;0
24;2020-03-30;11;4;5;0;59;5;0;17;1;0;0;0;4;3;3;0;7;1;2;0
24;2020-03-31;10;3;6;1;60;5;1;18;1;0;1;1;4;2;3;1;6;1;3;0
24;2020-04-01;13;4;8;1;66;6;1;20;6;1;0;2;7;3;4;1;6;1;4;0
24;2020-04-02;15;4;11;1;70;6;1;23;4;0;0;3;9;3;5;1;6;1;6;0
24;2020-04-03;20;5;11;1;75;7;1;23;5;1;0;0;12;4;5;1;8;1;6;0
24;2020-04-04;25;6;13;1;83;9;1;25;8;2;0;2;14;4;7;1;11;2;6;0
24;2020-04-05;26;6;14;1;85;9;1;26;2;0;0;1;15;4;7;1;11;2;7;0
24;2020-04-06;28;6;15;1;88;9;1;27;3;0;0;1;17;4;8;1;11;2;7;0
24;2020-04-07;26;6;20;1;92;9;1;32;4;0;0;5;16;4;11;1;10;2;9;0
24;2020-04-08;23;6;23;1;94;9;1;35;2;0;0;3;14;4;13;1;9;2;10;0
24;2020-04-09;22;6;25;1;96;9;1;38;2;0;0;3;15;4;14;1;7;2;11;0
24;2020-04-10;26;5;27;1;102;9;1;40;6;0;0;2;16;3;16;1;10;2;11;0
24;2020-04-11;24;6;32;1;104;9;1;45;2;0;0;5;14;4;20;1;10;2;12;0
24;2020-04-12;26;6;32;1;106;10;1;45;2;1;0;0;16;4;20;1;10;2;12;0
24;2020-04-13;31;7;32;1;111;12;1;45;5;2;0;0;18;4;20;1;13;3;12;0
24;2020-04-14;29;7;34;3;114;12;3;47;3;0;2;2;18;4;21;1;11;3;13;2
24;2020-04-15;33;5;35;4;121;12;4;48;7;0;1;1;20;3;22;1;13;2;13;3
24;2020-04-16;36;5;36;4;125;12;4;49;4;0;0;1;22;3;22;1;14;2;14;3
24;2020-04-17;55;6;39;5;147;13;5;52;22;1;1;3;27;3;23;2;27;3;16;3
24;2020-04-18;55;6;39;5;148;13;5;52;1;0;0;0;28;3;23;2;26;3;16;3
24;2020-04-19;54;6;40;6;149;14;6;53;1;1;1;1;29;3;23;2;24;3;17;4
24;2020-04-20;61;6;40;6;156;14;6;53;7;0;0;0;34;3;23;2;26;3;17;4
24;2020-04-21;56;6;31;6;158;14;6;53;2;0;0;0;30;3;16;2;25;3;15;4
24;2020-04-22;54;6;33;6;158;14;6;55;0;0;0;2;28;3;18;2;25;3;15;4
24;2020-04-23;45;5;39;9;158;14;9;61;0;0;3;6;23;2;22;3;22;3;17;5
24;2020-04-24;35;4;48;9;158;14;9;70;0;0;0;9;17;1;27;3;18;3;21;5
24;2020-04-25;31;4;51;9;158;14;9;74;0;0;0;4;13;1;31;3;18;3;20;5
24;2020-04-26;33;4;51;9;160;14;9;74;2;0;0;0;13;1;31;3;20;3;20;5
25;2020-03-19;33;11;10;2;11;10;2;5;11;10;2;5;22;10;2;1;11;1;8;1
25;2020-03-20;43;15;13;4;23;11;3;5;12;1;1;0;29;14;4;3;14;1;9;1
25;2020-03-21;48;21;19;6;36;17;5;12;13;6;2;7;34;19;8;4;14;2;11;2
25;2020-03-22;63;21;20;8;61;18;8;16;25;1;3;4;37;18;9;6;26;3;11;2
25;2020-03-23;65;22;25;10;62;18;9;18;1;0;1;2;39;18;11;7;26;4;14;3
25;2020-03-24;80;26;30;11;85;23;10;23;23;5;1;5;48;22;14;7;32;4;16;4
25;2020-03-25;84;27;44;12;102;25;11;38;17;2;1;15;48;22;23;8;36;5;21;4
25;2020-03-26;84;29;52;18;118;27;17;46;16;2;6;8;53;23;24;10;31;6;28;8
25;2020-03-27;100;37;60;21;144;34;20;54;26;7;3;8;66;30;30;11;34;7;30;10
25;2020-03-28;91;38;72;22;150;35;21;68;6;1;1;14;62;31;36;11;29;7;36;11
25;2020-03-29;148;56;84;25;220;52;24;80;70;17;3;12;101;47;43;13;47;9;41;12
25;2020-03-30;152;53;89;26;235;53;25;85;15;1;1;5;102;44;45;14;50;9;44;12
25;2020-03-31;148;51;107;34;267;61;33;103;32;8;8;18;103;44;52;22;44;7;55;12
25;2020-04-01;161;53;117;34;293;68;33;113;26;7;0;10;103;45;59;22;57;8;58;12
25;2020-04-02;186;62;130;35;333;78;34;126;40;10;1;13;118;51;64;23;66;10;66;12
25;2020-04-03;173;72;151;43;353;92;42;147;20;14;8;21;111;60;75;30;60;11;76;13
25;2020-04-04;175;76;168;46;376;100;45;164;23;8;3;17;109;59;84;32;64;16;84;14
25;2020-04-05;183;73;178;49;397;102;48;174;21;2;3;10;115;59;86;33;66;13;90;15
25;2020-04-06;183;75;184;51;404;105;50;181;7;3;2;7;112;59;90;33;67;13;93;17
25;2020-04-07;196;81;188;58;428;115;57;190;24;10;7;9;118;63;94;35;74;15;93;22
25;2020-04-08;199;81;205;59;449;118;58;210;21;3;1;20;120;62;105;36;76;17;98;22
25;2020-04-09;199;77;219;60;464;123;59;225;15;5;1;15;118;59;113;37;76;16;105;22
25;2020-04-10;190;75;234;65;475;124;64;240;11;1;5;15;113;57;120;41;72;16;113;23
25;2020-04-11;186;77;248;68;488;126;67;254;13;2;3;14;106;58;130;44;75;16;117;23
25;2020-04-12;213;75;263;72;535;128;71;270;47;2;4;16;124;58;134;45;84;14;128;26
25;2020-04-13;212;75;268;72;540;129;71;275;5;1;0;5;123;58;138;45;84;14;129;26
25;2020-04-14;234;75;277;80;579;129;79;284;39;0;8;9;130;58;141;49;99;14;134;30
25;2020-04-15;230;70;287;81;585;129;80;297;6;0;1;13;125;53;148;49;101;14;137;31
25;2020-04-16;221;71;299;85;592;134;84;309;7;5;4;12;119;52;156;52;98;16;141;32
25;2020-04-17;213;66;312;88;600;135;87;323;8;1;3;14;117;49;162;54;92;15;148;33
25;2020-04-18;192;59;333;93;604;137;92;344;4;2;5;21;107;44;173;56;81;13;158;36
25;2020-04-19;190;53;339;94;609;138;93;350;5;1;1;6;107;39;175;56;79;12;162;37
25;2020-04-20;193;53;340;95;614;139;94;351;5;1;1;1;109;39;176;57;80;12;162;37
25;2020-04-21;196;52;348;99;628;141;98;359;14;2;4;8;107;37;181;60;86;13;164;38
25;2020-04-22;198;55;358;99;640;144;98;369;12;3;0;10;107;39;186;60;88;14;169;38
25;2020-04-23;177;50;377;106;647;145;105;388;7;1;7;19;97;37;196;63;79;12;177;41
25;2020-04-24;177;49;388;106;658;147;105;399;11;2;0;11;94;36;204;63;82;12;180;41
25;2020-04-25;171;46;393;112;663;147;111;404;5;0;6;5;91;34;205;66;79;11;184;44
25;2020-04-26;179;49;395;113;674;150;112;406;11;3;1;2;95;36;207;66;83;12;184;45
26;2020-03-19;32;8;2;0;15;5;1;2;15;5;1;2;18;5;1;0;14;3;1;0
26;2020-03-20;38;9;2;2;18;6;2;2;3;1;1;0;22;6;1;1;16;3;1;1
26;2020-03-21;43;9;2;2;29;9;4;3;11;3;2;1;24;6;1;1;19;3;1;1
26;2020-03-22;46;11;3;4;34;11;5;4;5;2;1;1;25;7;1;2;21;4;2;2
26;2020-03-23;58;16;5;7;46;15;7;5;12;4;2;1;35;12;2;3;23;4;3;4
26;2020-03-24;67;21;10;9;66;20;9;10;20;5;2;5;41;16;4;3;26;5;6;6
26;2020-03-25;90;25;13;14;98;26;14;13;32;6;5;3;51;18;5;8;39;7;8;6
26;2020-03-26;116;30;26;18;142;35;19;26;44;9;5;13;72;22;11;11;43;7;15;7
26;2020-03-27;129;35;39;21;172;43;22;39;30;8;3;13;87;27;15;12;39;6;24;9
26;2020-03-28;165;46;41;21;205;52;22;41;33;9;0;2;109;36;17;12;53;8;24;9
26;2020-03-29;183;52;41;22;223;58;23;41;18;6;1;0;119;41;17;13;61;9;24;9
26;2020-03-30;209;61;53;32;273;69;33;53;50;11;10;12;130;48;22;21;75;11;31;11
26;2020-03-31;214;61;64;39;300;74;40;65;27;5;7;12;133;47;29;25;79;12;35;14
26;2020-04-01;240;62;76;40;340;80;41;78;40;6;1;13;148;48;35;26;89;12;41;14
26;2020-04-02;229;62;92;44;351;81;46;94;11;1;5;16;146;49;43;26;81;11;49;18
26;2020-04-03;250;67;105;52;397;85;54;108;46;4;8;14;155;52;52;33;93;13;53;19
26;2020-04-04;254;69;119;55;420;89;57;122;23;4;3;14;154;52;62;34;98;15;57;21
26;2020-04-05;251;65;125;57;427;89;59;128;7;0;2;6;152;49;65;35;97;14;60;22
26;2020-04-06;260;71;133;63;452;95;65;136;25;6;6;8;154;53;70;38;104;16;63;25
26;2020-04-07;244;68;159;64;474;100;66;162;22;5;1;26;146;51;82;39;96;15;77;25
26;2020-04-08;247;66;168;69;493;101;71;172;19;1;5;10;153;50;87;41;92;14;81;28
26;2020-04-09;241;66;182;71;507;102;73;186;14;1;2;14;146;49;94;43;93;15;88;28
26;2020-04-10;230;61;193;73;516;104;75;197;9;2;2;11;134;44;103;44;94;15;90;29
26;2020-04-11;227;60;205;77;535;107;79;209;19;3;4;12;131;43;110;46;94;15;95;31
26;2020-04-12;236;58;207;79;548;108;81;212;13;1;2;3;136;41;111;47;98;15;96;32
26;2020-04-13;234;56;213;80;555;108;82;218;7;0;1;6;134;40;114;48;98;14;99;32
26;2020-04-14;226;58;223;85;563;110;87;228;8;2;5;10;126;40;121;51;98;16;102;34
26;2020-04-15;207;56;244;89;577;114;91;249;14;4;4;21;123;40;132;53;82;14;112;36
26;2020-04-16;202;55;258;92;591;118;94;263;14;4;3;14;121;39;138;55;79;14;120;37
26;2020-04-17;189;54;272;97;599;119;99;280;8;1;5;17;114;38;145;58;73;14;127;39
26;2020-04-18;173;50;286;100;607;120;102;294;8;1;3;14;105;36;154;58;66;12;132;42
26;2020-04-19;174;48;289;101;612;120;103;297;5;0;1;3;102;34;157;59;70;12;132;42
26;2020-04-20;174;47;289;105;617;121;107;297;5;1;4;0;100;32;157;62;72;13;132;43
26;2020-04-21;163;46;307;108;628;123;110;315;11;2;3;18;99;31;165;64;62;13;142;44
26;2020-04-22;151;44;340;108;632;123;110;348;4;0;0;33;91;30;185;64;58;12;155;44
26;2020-04-23;144;37;347;110;635;123;112;355;3;0;2;7;85;25;188;65;57;10;159;45
26;2020-04-24;139;34;357;112;643;124;114;365;8;1;2;10;83;23;194;65;54;9;163;47
26;2020-04-25;140;33;363;112;651;125;114;372;8;1;0;7;77;21;199;65;61;10;164;47
26;2020-04-26;144;34;363;112;656;126;114;372;5;1;0;0;80;21;199;65;62;11;164;47
27;2020-03-19;1;1;0;1;2;1;1;0;2;1;1;0;1;1;0;1;0;0;0;0
27;2020-03-20;4;1;0;1;4;1;1;0;2;0;0;0;4;1;0;1;0;0;0;0
27;2020-03-21;7;3;0;0;7;3;1;0;3;2;0;0;5;1;0;0;2;2;0;0
27;2020-03-22;12;4;0;0;12;4;1;0;5;1;0;0;7;1;0;0;5;3;0;0
27;2020-03-23;15;4;0;0;15;4;1;0;3;0;0;0;8;1;0;0;7;3;0;0
27;2020-03-24;15;4;0;0;16;4;1;0;1;0;0;0;8;1;0;0;7;3;0;0
27;2020-03-25;22;6;0;0;22;5;1;0;6;1;0;0;13;3;0;0;9;3;0;0
27;2020-03-26;35;9;0;1;34;6;2;0;12;1;1;0;21;5;0;0;14;4;0;1
27;2020-03-27;37;10;0;1;35;6;2;0;1;0;0;0;23;6;0;0;14;4;0;1
27;2020-03-28;37;10;1;1;36;6;2;1;1;0;0;1;23;6;0;0;14;4;1;1
27;2020-03-29;37;10;1;1;36;6;2;1;0;0;0;0;23;6;0;0;14;4;1;1
27;2020-03-30;39;12;3;3;41;7;4;3;5;1;2;2;27;8;0;1;12;4;3;2
27;2020-03-31;43;15;14;8;59;10;9;13;18;3;5;10;31;12;2;1;12;3;11;7
27;2020-04-01;43;10;21;8;72;10;9;20;13;0;0;7;30;9;5;1;13;1;15;7
27;2020-04-02;54;10;19;10;84;11;11;20;12;1;2;0;35;9;4;2;18;1;14;8
27;2020-04-03;63;12;22;11;95;11;12;23;11;0;1;3;36;8;5;2;26;4;16;9
27;2020-04-04;69;12;22;12;101;11;13;23;6;0;1;0;40;8;5;3;28;4;16;9
27;2020-04-05;68;12;22;13;101;11;14;23;0;0;1;0;39;8;5;4;28;4;16;9
27;2020-04-06;67;11;23;15;107;13;16;24;6;2;2;1;41;9;6;5;25;2;16;10
27;2020-04-07;66;12;26;22;118;15;23;28;11;2;7;4;42;9;7;8;23;3;18;14
27;2020-04-08;50;6;40;28;129;16;29;42;11;1;6;14;33;5;17;12;16;1;23;16
27;2020-04-09;67;6;44;31;152;16;32;46;23;0;3;4;40;5;18;14;26;1;26;17
27;2020-04-10;87;8;47;33;177;19;34;49;25;3;2;3;54;7;19;16;33;1;27;17
27;2020-04-11;94;8;47;33;185;19;34;49;8;0;0;0;57;7;19;16;37;1;27;17
27;2020-04-12;94;7;49;33;188;19;34;51;3;0;0;2;54;6;21;16;40;1;27;17
27;2020-04-13;92;7;49;35;188;19;36;51;0;0;2;0;53;6;21;17;39;1;27;18
27;2020-04-14;85;7;51;41;191;19;42;53;3;0;6;2;48;6;22;20;37;1;28;21
27;2020-04-15;79;7;55;43;192;19;44;57;1;0;2;4;43;6;25;22;36;1;29;21
27;2020-04-16;83;6;63;47;206;19;48;65;14;0;4;8;44;6;29;25;39;0;33;22
27;2020-04-17;94;6;68;48;219;19;49;70;13;0;1;5;43;6;32;26;50;0;35;22
27;2020-04-18;96;6;69;50;225;19;51;71;6;0;2;1;44;6;33;28;51;0;35;22
27;2020-04-19;96;6;69;50;225;19;51;71;0;0;0;0;44;6;33;28;51;0;35;22
27;2020-04-20;91;5;75;56;229;19;57;77;4;0;6;6;43;5;37;30;47;0;37;26
27;2020-04-21;102;4;76;58;243;19;59;78;14;0;2;1;49;4;37;30;52;0;38;28
27;2020-04-22;101;4;77;59;245;19;60;79;2;0;1;1;48;4;38;30;52;0;38;29
27;2020-04-23;110;11;81;62;261;26;63;83;16;7;3;4;51;10;40;31;58;1;40;31
27;2020-04-24;113;10;82;62;264;26;63;84;3;0;0;1;52;9;40;31;60;1;41;31
27;2020-04-25;114;10;83;62;265;26;63;85;1;0;0;1;52;9;41;31;61;1;41;31
27;2020-04-26;115;10;83;62;266;26;63;85;1;0;0;0;53;9;41;31;61;1;41;31
28;2020-03-19;11;4;0;1;6;1;0;0;6;1;0;0;5;2;0;1;6;2;0;0
28;2020-03-20;12;2;0;1;7;1;0;0;1;0;0;0;5;1;0;1;7;1;0;0
28;2020-03-21;13;2;1;1;10;1;0;2;3;0;0;2;6;1;0;1;7;1;1;0
28;2020-03-22;15;2;2;1;12;1;0;2;2;0;0;0;8;1;0;1;7;1;2;0
28;2020-03-23;34;10;2;2;32;9;1;2;20;8;1;0;17;5;0;2;14;4;2;0
28;2020-03-24;41;12;3;3;41;11;2;3;9;2;1;1;23;6;1;2;16;5;2;0
28;2020-03-25;50;18;6;4;56;18;3;6;15;7;1;3;31;12;2;2;17;6;4;1
28;2020-03-26;58;20;10;8;74;22;7;10;18;4;4;4;40;14;2;3;16;5;7;5
28;2020-03-27;68;25;13;10;87;28;9;13;13;6;2;3;51;20;3;3;14;4;9;7
28;2020-03-28;73;24;15;10;94;28;9;15;7;0;0;2;53;19;5;3;17;4;9;7
28;2020-03-29;98;27;17;11;122;31;10;17;28;3;1;2;65;21;5;3;31;5;10;8
28;2020-03-30;114;29;23;17;147;33;16;23;25;2;6;6;76;22;7;7;36;6;13;10
28;2020-03-31;121;27;27;17;163;35;16;28;16;2;0;5;79;20;9;7;40;6;15;10
28;2020-04-01;121;29;34;17;170;37;16;34;7;2;0;6;79;20;15;7;40;8;16;10
28;2020-04-02;146;31;53;18;217;40;18;54;47;3;2;20;89;22;24;8;53;8;25;10
28;2020-04-03;151;28;64;21;236;40;21;65;19;0;3;11;88;21;32;11;59;6;28;10
28;2020-04-04;162;28;76;24;267;43;24;78;31;3;3;13;91;21;38;13;66;6;33;11
28;2020-04-05;174;31;79;25;283;46;25;81;16;3;1;3;98;23;39;14;70;7;35;11
28;2020-04-06;166;30;96;29;296;48;29;98;13;2;4;17;93;21;48;17;65;8;43;12
28;2020-04-07;171;29;104;31;313;48;31;106;17;0;2;8;95;21;50;19;68;7;49;12
28;2020-04-08;177;31;124;36;344;51;36;126;31;3;5;20;93;21;62;20;76;9;55;16
28;2020-04-09;186;29;132;37;367;51;37;134;23;0;1;8;92;20;68;21;85;8;57;16
28;2020-04-10;198;30;144;40;394;52;40;147;27;1;3;13;102;22;74;23;87;7;62;17
